pubID,topicQuery,typeQuery,tweet,tokens,hashtags,mentions,likeCount,replyCount,retweetCount,authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute,geoID,geoName,longitude,latitude,validacion
1462043315583471620,tránsito,palabras clave,Tránsito muy pesado ALTO TOTAL en Periférico canal San Juan carros estaciónados puente vehícular.¿Cuantos carros para infracción?. #TránsitoGCDMX @UCS_GCDMX @C5_CDMX @Claudiashein @OHarfuch @ClaraBrugadaM @OVIALCDMX @GobNeza @A_QuinteroMX @Alc_Iztapalapa @IztacalcoAl,"['tránsito', 'pesado', 'alto', 'total', 'periférico', 'canal', 'san', 'juan', 'carro', 'estacionado', 'puente', 'vehicular', 'cuanto', 'carro', 'infracción']",['TránsitoGCDMX'],"['UCS_GCDMX', 'C5_CDMX', 'Claudiashein', 'OHarfuch', 'ClaraBrugadaM', 'OVIALCDMX', 'GobNeza', 'A_QuinteroMX', 'Alc_Iztapalapa', 'IztacalcoAl']",0,1,1,2574120409,andy,Soy_Andy_MTY,2014-06-17 22:12:05,0,224,257,2021-11-20 07:01:04,2021,11,20,7,1,7,Iztapalapa,-99.0567989642,19.3491663204,True
1462148640433229829,tránsito,palabras clave,@OVIALCDMX @UCS_GCDMX @SSC_CDMX @OHarfuch @LaSEMOVI @C5_CDMX  @SSC_CDMX @VigimoviCDMX oficial de tránsito E. Juárez no infracciona a servicio de transporte particular haciendo base en lugar prohibido Calz.Tlalpan frente a metro general Anaya dirección Taxqueña. https://t.co/gZiVMzEfx9,"['oficial', 'tránsito', 'juarez', 'infracción', 'servicio', 'transporte', 'particular', 'hacer', 'base', 'lugar', 'prohibido', 'call', 'tlalpan', 'frente', 'metro', 'general', 'anaya', 'dirección', 'oaxaqueña']",[],"['OVIALCDMX', 'UCS_GCDMX', 'SSC_CDMX', 'OHarfuch', 'LaSEMOVI', 'C5_CDMX', 'SSC_CDMX', 'VigimoviCDMX']",1,0,1,111805158,Izel Z,klausmx,2010-02-05 23:30:12,0,49,670,2021-11-20 13:59:35,2021,11,20,13,59,12,Tlalpan,-99.2062207957,19.1983396763,True
1462437197764775941,incendio,palabras clave,"#Precaución⚠️ Se registra incendio de casa habitación en la colonia Santiago Acahualtepec 2da Ampliación, @Alc_Iztapalapa. 

Equipos de emergencia 🚒 se dirigen a la zona. 

☎️#911CDMX 
📹#C5 https://t.co/EBsVv0K4a4","['registrar', 'incendio', 'casa', 'habitación', 'colonia', 'santiago', 'acahualtepec', '2da', 'ampliación', 'equipos', 'emergencia', 'dirigir', 'zona']","['Precaución', '911CDMX', 'C5']",['Alc_Iztapalapa'],46,0,17,195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926200,763,2021-11-21 09:06:13,2021,11,21,9,6,7,Iztapalapa,-99.0567989642,19.3491663204,True
1462438574012481541,tránsito,palabras clave,"@Claudiashein Insisto dra por favor venga a calle 7 iztacalco, aquí no hay áreas verdes, nuestros hijos y mascotas están entre un tráfico constante en periférico oriente, lleno de contaminación, basura pornografia y alcohol, le pido recupere estos espacios para mejorar el ambiente","['insistir', 'dra', 'favor', 'venga', 'calle', 'iztacalco', 'aquí', 'área', 'verde', 'hijo', 'mascota', 'tráfico', 'constante', 'periférico', 'oriente', 'lleno', 'contaminación', 'basura', 'pornografía', 'alcohol', 'pido', 'recupere', 'espacio', 'mejorar', 'ambiente']",[],['Claudiashein'],0,0,0,1415112439516041217,Blanca,333MBM,2021-07-13 18:55:20,0,374,433,2021-11-21 09:11:41,2021,11,21,9,11,6,Iztacalco,-99.094329797,19.396911897,True
1462784280765952000,tránsito,palabras clave,"Algunos amanecieron más pendejos de lo normal. Choque en periférico oriente en la #vicenteguerrero @Alc_Iztapalapa #Iztapalapa  #parquelineal @C5_CDMX @LaSEMOVI @OVIALCDMX @SSC_CDMX precaución! Están en plena curva, en lugar de orillarse donde no estorben y hagan tráfico https://t.co/MiLNdW0opd","['aparecer', 'sendero', 'normal', 'choque', 'periférico', 'oriente', 'precaución', 'pleno', 'curva', 'lugar', 'orilla', 'gestorben', 'hacer', 'tráfico']","['vicenteguerrero', 'Iztapalapa', 'parquelineal']","['Alc_Iztapalapa', 'C5_CDMX', 'LaSEMOVI', 'OVIALCDMX', 'SSC_CDMX']",0,1,0,1145487617363972096,💕 Buena muchacha 💕,neni_grl_,2019-06-30 18:21:44,0,45,62,2021-11-22 08:05:24,2021,11,22,8,5,7,Iztapalapa,-99.0567989642,19.3491663204,True
1462833692481568778,tránsito,palabras clave,"@Claudiashein Jefa, pero haga una ampliación de la carretera de San Gregorio a Milpa Alta... Es mucho el tráfico, mucha contaminación, mucho tiempo. En serio que la zona detonará en cantidad de visitas. Ccp @andreslajous","['jefa', 'haga', 'ampliación', 'carretera', 'san', 'gregorio', 'milpa', 'alta', 'tráfico', 'mucho', 'contaminación', 'tiempo', 'serio', 'zona', 'detonar', 'cantidad', 'visita', 'ccp']",[],"['Claudiashein', 'andreslajous']",0,0,0,214353771,JE SUIS MEXICAIN,LA_CAIDA,2010-11-10 23:51:25,0,908,956,2021-11-22 11:21:45,2021,11,22,11,21,9,Milpa Alta,-99.0510954218,19.1394565999,True
1462912178390974468,tránsito,palabras clave,"⁦@OVIALCDMX⁩ ⁦@UCS_GCDMX⁩ Nuevamente av. Cuauhtémoc entre parroquia y popocatepetl estacionados en lugar prohibido haciendo tráfico, no entienden https://t.co/NMpwXfRM2C","['nuevamente', 'av', 'cuauhtemoc', 'parroquia', 'popocatepetl', 'estacionado', 'lugar', 'prohibido', 'hacer', 'tráfico', 'entender']",[],"['OVIALCDMX', 'UCS_GCDMX']",5,3,3,981782118,JuanMa 🇲🇽 el bot y foca aplaudidora inmunizado,MaNitojua,2012-11-30 22:07:54,0,333,215,2021-11-22 16:33:37,2021,11,22,16,33,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1462933847016890369,tránsito,palabras clave,"@XochimilcoAl @JoseCarlosXoch @Claudiashein a qué oficina de la Alcaldía puedo reportar el puesto ambulante que se pone los jueves en Cuauhtémoc esquina Abasolo Tepepan Xochimilco,cp 16020, ya no se puedo entrar y salir con mi carro, hay tráfico y al parecer solo están viendo qué pasa con los vecinos","['oficina', 'alcaldía', 'poder', 'reportar', 'puesto', 'ambulante', 'poner', 'jueves', 'cuauhtemoc', 'esquina', 'abasto', 'trepan', 'xochimilco', 'cp', '16020', 'poder', 'entrar', 'salir', 'carro', 'tráfico', 'parecer', 'solo', 'ver', 'pasar', 'vecino']",[],"['XochimilcoAl', 'JoseCarlosXoch', 'Claudiashein']",0,0,0,1153387230796353537,Yonivigur,yonivigur,2019-07-22 13:31:59,0,32,294,2021-11-22 17:59:43,2021,11,22,17,59,13,Xochimilco,-99.0903636045,19.2451450458,True
1462993916366630916,tránsito,palabras clave,"@UCS_GCDMX @LaSEMOVI @OVIALCDMX favor de enviar Patrulla de tránsito y ya que estos vehículos están estacionados en el lugar consignados del camión y bicicletas y están en un lugar prohibido esto en Eugenia No.189 Col, Eugenia 189, Narvarte Oriente, Benito Juárez, 03020 cdmx https://t.co/67UtTaBqUv","['favor', 'enviar', 'patrulla', 'tránsito', 'vehículo', 'estacionado', 'lugar', 'consignado', 'camión', 'bicicleta', 'lugar', 'prohibido', 'eugenia', '189', 'col', 'eugenia', '189', 'narvarte', 'oriente', 'benito', 'juarez', '03020', 'cdmx']",[],"['UCS_GCDMX', 'LaSEMOVI', 'OVIALCDMX']",0,2,0,1452888272284356608,Baki-Eljusto,baki_eljusto,2021-10-26 00:42:20,0,0,48,2021-11-22 21:58:25,2021,11,22,21,58,14,Benito Juárez,-99.1611346584,19.3806424162,True
1463023184278654978,tránsito,palabras clave,"#CruzRojaMexicana está ayudando en un #accidente de #tránsito en  #Juventino #Rosas,  #Cuautepec #Barrio #Alto,  #Gustavo A. #Madero ten cuidado al pasar por el lugar https://t.co/yj9KxXV1Iv","['ayudar', 'ten', 'cuidado', 'pasar', 'lugar']","['CruzRojaMexicana', 'accidente', 'tránsito', 'Juventino', 'Rosas', 'Cuautepec', 'Barrio', 'Alto', 'Gustavo', 'Madero']",[],1,0,2,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370,2021-11-22 23:54:43,2021,11,22,23,54,5,Gustavo A. Madero,-99.1158642087,19.5040652077,True
1463183032383332372,tránsito,coordenadas,"@alexvillac @Areyes2712 @colegiowilliams @BJAlcaldia @C5_CDMX @UCS_GCDMX @LaSEMOVI @SSC_CDMX @transito Exacto, es lo mismo. A fin de cuentas apartan lugares con objetos que estorban el arrollo. Lo cual está PROHIBIDO","['exacto', 'mismo', 'fin', 'cuenta', 'apartar', 'lugar', 'objeto', 'estorbar', 'arrollar', 'prohibido']",[],"['alexvillac', 'Areyes2712', 'colegiowilliams', 'BJAlcaldia', 'C5_CDMX', 'UCS_GCDMX', 'LaSEMOVI', 'SSC_CDMX', 'transito']",0,0,0,100118442,Richy Richin jodonsin,ricardot_13,2009-12-28 21:11:21,0,315,927,2021-11-23 10:29:54,2021,11,23,10,29,10,Álvaro Obregón,-99.1919955,19.357102,True
1463190804407668740,tránsito,palabras clave,@SEDEMA_CDMX  así es la forma en la que deben de trabajar las patrullas ambientales? Generando más tránsito y con sigo más contaminación Calzada San Isidro esquina con F.I. Madero Azcapotzalco https://t.co/TcxOV8nqn9,"['así', 'forma', 'deber', 'trabajar', 'patrulla', 'ambiental', 'generar', 'tránsito', 'seguir', 'contaminación', 'calzada', 'san', 'isidro', 'esquina', 'madero', 'azcapotzalco']",[],['SEDEMA_CDMX'],0,1,0,134830486,Leo Garcia Zavala,leogaxi,2010-04-19 09:28:16,0,67,658,2021-11-23 11:00:47,2021,11,23,11,0,2,Azcapotzalco,-99.1821069423,19.4853286147,True
1463254956945723394,incendio,palabras clave,"¡Precaución! Debido a un #incendio, servicios de emergencias se dirigen a Rey Hueman y Av. Aztecas, col. Ajusco, alcaldía Coyoacán.","['precaución', 'debido', 'servicio', 'emergencia', 'dirigir', 'rey', 'human', 'av', 'aztecas', 'col', 'ajusto', 'alcaldía', 'coyoacán']",['incendio'],[],6,0,2,40098528,Radio Tráfico Total,trafico889,2009-05-14 16:06:13,1,897302,69,2021-11-23 15:15:42,2021,11,23,15,15,3,Coyoacán,-99.1503763525,19.3266672536,True
1463255107131351041,incendio,palabras clave,"Precaución en la zona #PrecauciónVial | Servicios de emergencias acuden a Rey Hueman y Av. Aztecas, col. Ajusco, alcladía Coyoacán, por #incendio https://t.co/D6xOqSSuSz","['precaución', 'zona', 'servicio', 'emergencia', 'acudir', 'rey', 'human', 'av', 'aztecas', 'col', 'ajusto', 'alcaldía', 'coyoacán']","['PrecauciónVial', 'incendio']",[],2,0,0,913590193415888896,Monroe,negrita_azucar,2017-09-28 20:24:10,0,368,1021,2021-11-23 15:16:18,2021,11,23,15,16,3,Coyoacán,-99.1503763525,19.3266672536,True
1463262596212183040,incendio,palabras clave,"#ULTIMAHORA Reportar incendio en un predio de la colonia Ajusco Coyoacán. Equipos de emergencia se desplazan al lugar. 🚑
@NoticiasImagen https://t.co/695KelLitm","['reportar', 'incendio', 'predio', 'colonia', 'ajusto', 'coyoacán', 'equipo', 'emergencia', 'desplazar', 'lugar']",['ULTIMAHORA'],['NoticiasImagen'],8,0,3,493476472,Efrén Argüelles.,efrenarguelles,2012-02-15 14:58:37,0,17370,2512,2021-11-23 15:46:03,2021,11,23,15,46,3,Coyoacán,-99.1503763525,19.3266672536,True
1463627279674839058,incendio,palabras clave,"15:54 #PrecauciónVial | Servicios de emergencias acuden a Luis Moya y Ayuntamiento, col. Centro, alcladía Cuauhtémoc, por incendio. Conduce con precaución y cede el paso. https://t.co/rKHuHuSYY6","['15', '54', 'servicio', 'emergencia', 'acudir', 'luis', 'moya', 'ayuntamiento', 'col', 'centro', 'alcaldía', 'cuauhtemoc', 'incendio', 'conducir', 'precaución', 'cede', 'paso']",['PrecauciónVial'],[],2,0,0,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1935869,133,2021-11-24 15:55:11,2021,11,24,15,55,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1463667234799329284,tránsito,coordenadas,"Cuántas veces se tiene que reportar el mal funcionamiento del semáforo de Eje 2 Ote al cruce con Fray Servando, hoy no solo fue la duración de la luz roja, de plano se quedó ""pegado"" en ese color. Oficiales de #TransitoCDMX apoyando en labores de tránsito @OVIALCDMX @UCS_GCDMX","['cuántos', 'vez', 'reportar', 'mal', 'funcionamiento', 'semáforo', 'eje', 'ote', 'cruce', 'fray', 'servar', 'hoy', 'solo', 'duración', 'luz', 'rojo', 'plano', 'quedar', 'pegado', 'color', 'oficial', 'apoyar', 'labor', 'tránsito']",['TransitoCDMX'],"['OVIALCDMX', 'UCS_GCDMX']",0,1,0,88287568,Joe Zamora,Joetiman,2009-11-07 16:30:00,0,376,691,2021-11-24 18:33:57,2021,11,24,18,33,16,Miguel Hidalgo,-99.180678,19.444937,True
1463671312493199364,incendio,palabras clave,"18:49 #PrecauciónVial | Servicios de emergencias acuden a Izazaga a la altura de Isabel La Católica, col. Centro, alcladía Cuauhtémoc, por incendio. Conduce con precaución y cede el paso. https://t.co/hNLPn5IPW8","['18', '49', 'servicio', 'emergencia', 'acudir', 'izazaga', 'altura', 'isabel', 'católica', 'col', 'centro', 'alcaldía', 'cuauhtemoc', 'incendio', 'conducir', 'precaución', 'ceder', 'paso']",['PrecauciónVial'],[],6,0,0,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1935869,133,2021-11-24 18:50:09,2021,11,24,18,50,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1463865552305364994,incendio,palabras clave,"@NTelevisa_com buen día, quiero que me ayuden a reportar un incendio de pastizales, esto cerca de Valle de Chalco, Estado de México, en avenida Chalco-Tlahuac. Desde el día de ayer está y sigue contaminado mucho hasta el día de hoy.","['buen', 'día', 'querer', 'ayuden', 'reportar', 'incendio', 'pastizales', 'cerca', 'valle', 'chaleco', 'méxico', 'avenida', 'chaleco-tlahuac', 'día', 'ayer', 'seguir', 'contaminado', 'día', 'hoy']",[],['NTelevisa_com'],0,0,0,1357904521,Erick hdez ,78centinela,2013-04-16 15:13:54,0,0,19,2021-11-25 07:41:59,2021,11,25,7,41,11,Tláhuac,-99.0028216137,19.2769983772,True
1463905987375546369,tránsito,coordenadas,Se solicita envío de unidad de tránsito para retiro de vehículos estacionados en lugar prohibido Av. Universidad #1897 Col. Oxtopulco Del. Coyoacán @UCS_GCDMX @OVIALCDMX @SSC_CDMX https://t.co/M3tHxiXzFJ,"['solicitar', 'envío', 'unidad', 'tránsito', 'retiro', 'vehículo', 'estacionado', 'lugar', 'prohibido', 'av', 'universidad', 'col', 'oxtopulco', 'coyoacán']",['1897'],"['UCS_GCDMX', 'OVIALCDMX', 'SSC_CDMX']",3,3,4,457845372,Ángel Urrutia II,angelurrutia__,2012-01-07 16:00:05,0,74,162,2021-11-25 10:22:40,2021,11,25,10,22,12,Tlalpan,-99.2058092,19.2970107,True
1463994449810313224,tránsito,palabras clave,"Al transitar por #Moldeadores,  #Monte #Alto, #Azcapotzalco encontrarás un #accidente de #tránsito atendido por #CruzRojaMexicana, ten cuidado y disminuye tu velocidad  https://t.co/ARtw1FFWC7","['transitar', 'encontrar', 'atendido', 'ten', 'cuidado', 'disminuir', 'velocidad']","['Moldeadores', 'Monte', 'Alto', 'Azcapotzalco', 'accidente', 'tránsito', 'CruzRojaMexicana']",[],2,0,0,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370,2021-11-25 16:14:11,2021,11,25,16,14,2,Azcapotzalco,-99.1821069423,19.4853286147,True
1463994522694782981,tránsito,palabras clave,"#CruzRojaMexicana está atendiendo un #accidente de #tránsito en #Moldeadores,  #Monte #Alto, #Azcapotzalco con una #ambulancia donada con tus aportaciones https://t.co/ARtw1FFWC7","['atender', 'donado', 'aportación']","['CruzRojaMexicana', 'accidente', 'tránsito', 'Moldeadores', 'Monte', 'Alto', 'Azcapotzalco', 'ambulancia']",[],0,0,0,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370,2021-11-25 16:14:28,2021,11,25,16,14,2,Azcapotzalco,-99.1821069423,19.4853286147,True
1464600467774836743,tránsito,palabras clave,"Se acercan la llegada de las peregrinaciones @gamadero @LindavistaV_GAM @OVIALCDMX @C5_CDMX @Claudiashein @GobCDMX @LindavistaV_GAM esto no puede seguir asi, ruido tráfico no dejan paso libre HAGAN ALGO YA!!! Calle unión Tepeyac insurgentes GAM https://t.co/gKfAtleycJ","['acercar', 'llegada', 'peregrinación', 'poder', 'seguir', 'asi', 'ruido', 'tráfico', 'dejar', 'paso', 'libre', 'hagan', 'calle', 'unión', 'tepeyac', 'insurgentes', 'gam']",[],"['gamadero', 'LindavistaV_GAM', 'OVIALCDMX', 'C5_CDMX', 'Claudiashein', 'GobCDMX', 'LindavistaV_GAM']",4,2,5,1160461703605379072,Soytepeyacinsurgentes,Soytepeyacinsu1,2019-08-11 02:03:25,0,54,226,2021-11-27 08:22:17,2021,11,27,8,22,5,Gustavo A. Madero,-99.1158642087,19.5040652077,True
1464601778385793029,tránsito,palabras clave,@TuAlcaldiaGAM solicitamos de su apoyo para mandar a quitar todos estos camiones que bloquean las calles ocasionando tráfico ruido molestias basurero que deja la gente ya estamos artos….@gamadero @Claudiashein @LindavistaV_GAM @Soslindavista @GobCDMX @lopezobrador_,"['solicitar', 'apoyo', 'mandar', 'quitar', 'camión', 'bloquear', 'calle', 'ocasionar', 'tráfico', 'ruido', 'molestia', 'basurero', 'dejar', 'gente', 'acto']",[],"['TuAlcaldiaGAM', 'gamadero', 'Claudiashein', 'LindavistaV_GAM', 'Soslindavista', 'GobCDMX', 'lopezobrador_']",0,0,0,1160461703605379072,Soytepeyacinsurgentes,Soytepeyacinsu1,2019-08-11 02:03:25,0,54,226,2021-11-27 08:27:29,2021,11,27,8,27,5,Gustavo A. Madero,-99.1158642087,19.5040652077,True
1464673115057754113,tránsito,palabras clave,"Casa Xipe Pacifico 151 ruido, contaminación y tráfico en el corazón de @Coyoacan_ @Coyoacan_ @TlalpanCoyoacan .","['casa', 'pipe', 'pacifico', '151', 'ruido', 'contaminación', 'tráfico', 'corazón']",[],"['Coyoacan_', 'Coyoacan_', 'TlalpanCoyoacan']",1,0,0,124582400,🎗Monique #FreeAssangeNOW,butterflyblues4,2010-03-19 16:03:30,0,524,2319,2021-11-27 13:10:57,2021,11,27,13,10,3,Coyoacán,-99.1503763525,19.3266672536,True
1464675740310544389,incendio,palabras clave,"Denuncia de predio habitacional para otros fines. Los vecinos estamos hartos del ruido, humo y polvo que generan diario los camiones y materiales que aquí se guardan. Su apoyo e intervención @PAOTmx @UCS_GCDMX @Alc_Iztapalapa en Av. Tláhuac 3186 Colonia Sta. María Tomatlán https://t.co/hb8stPFuDh","['denuncia', 'predio', 'habitacional', 'fin', 'vecino', 'harto', 'ruido', 'humo', 'polvo', 'generar', 'diario', 'camión', 'material', 'aquí', 'guardar', 'apoyo', 'intervención', 'av', 'tláhuac', '3186', 'colonia', 'sta', 'maría', 'tomarán']",[],"['PAOTmx', 'UCS_GCDMX', 'Alc_Iztapalapa']",0,1,0,183071580,Eme Zeta,Mar_Zamor,2010-08-25 20:23:18,0,171,396,2021-11-27 13:21:23,2021,11,27,13,21,7,Iztapalapa,-99.0567989642,19.3491663204,True
1464691954223046659,tránsito,palabras clave,"#ReporteVial 
Precaución, tráfico lento sobre la calzada Niños Héroes dirección al cerro del fortín, pasando los semáforos de las escaleras de Xochimilco. Bloqueado un carril ya que se cayeron varios bloques de hielo de la camioneta que los transportaba.
#Oaxaca #Vialidad https://t.co/wzklfsAx0E","['precaución', 'tráfico', 'lento', 'calzada', 'niño', 'héroe', 'dirección', 'cerro', 'fortín', 'pasar', 'semáforo', 'escalera', 'xochimilco', 'bloqueado', 'carril', 'caer', 'varios', 'bloque', 'hielo', 'camioneta', 'transportar']","['ReporteVial', 'Oaxaca', 'Vialidad']",[],0,0,1,1327725772254175232,REPORTAJE INFORMATIVO OAXACA,REPVIALOAX,2020-11-14 15:31:15,0,1808,191,2021-11-27 14:25:49,2021,11,27,14,25,13,Xochimilco,-99.0903636045,19.2451450458,True
1464696348280770568,tránsito,palabras clave,"Precaución, tráfico lento sobre la calzada Niños Héroes dirección al cerro del fortín, pasando los semáforos de las escaleras de Xochimilco. Bloqueado un carril ya que se cayeron varios bloques de hielo de la camioneta que los transportaba. https://t.co/wkpZu7qH5q","['precaución', 'tráfico', 'lento', 'calzada', 'niño', 'héroe', 'dirección', 'cerro', 'fortín', 'pasar', 'semáforo', 'escalera', 'xochimilco', 'bloqueado', 'carril', 'caer', 'varios', 'bloque', 'hielo', 'camioneta', 'transportar']",[],[],2,1,1,412483525,"Ciͥrͬcͨoͦ, mͫaͣrͬoͦmͫaͣ y tͭeͤaͣtͭrͬoͦ",criatura82,2011-11-14 13:04:38,0,3588,409,2021-11-27 14:43:16,2021,11,27,14,43,13,Xochimilco,-99.0903636045,19.2451450458,True
1465093573779542020,incendio,palabras clave,"17:01 #PrecauciónVial | Servicios de emergencia se dirigen a Av. del Taller y José Antonio Torres, colonia Paulino Navarro, alcaldía Cuauhtémoc, por incendio. Maneje con precaución y ceda el paso. https://t.co/ABhZpre55G","['17', '01', 'servicio', 'emergencia', 'dirigir', 'av', 'taller', 'josé', 'antonio', 'torres', 'colonia', 'paulino', 'navarro', 'alcaldía', 'cuauhtemoc', 'incendio', 'maneje', 'precaución', 'ceda', 'paso']",['PrecauciónVial'],[],3,1,0,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1935869,133,2021-11-28 17:01:42,2021,11,28,17,1,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
